iid;job;company;ssn;residence;current_location;blood_group;website;username;name;sex_x;address;mail;birthdate;age;sex_y;cp;trestbps;chol;fbs;restecg;thalach;exang;oldpeak;slope;ca;thal;target
743;Water engineer;Hernandez, Patterson and Zamora;106-01-8894;"USS Johnson
FPO AE 62715";(Decimal('-86.8440555'), Decimal('-160.487370'));A+;['http://knight.biz/', 'http://delgado-manning.org/', 'https://lyons-palmer.net/'];jasonsimmons;Alexander Myers;M;"728 Ramirez Rest
Hillland, VT 85372";craigmcfarland@yahoo.com;1934-03-10;58;1;2;132;224;0;0;173;0;3.2;2;2;3;0
744;Mining engineer;Babu, Rajan and Arora;202-10-9247;25, Warrior Marg, Berhampore-696920;(Decimal('-9.826615'), Decimal('-172.110001'));A-;['https://soni.com/'];charvirana;Pihu Sagar;M;"H.No. 03
Sami Road, Coimbatore 912976";manderfarhan@gmail.com;1955-05-22;64;1;2;140;335;0;1;158;0;0.0;2;0;2;0
745;Industrial buyer;Vala LLC;802-48-6169;60/22, Mahajan Path, Satara 782026;(Decimal('37.928968'), Decimal('-75.760122'));A-;['http://borde.com/', 'http://www.dhar.org/', 'https://vohra-loke.com/'];mannatkumer;Dhruv Sarna;F;"84/102
Din Marg
Chinsurah-250691";mangatrania@hotmail.com;1939-02-19;50;1;2;140;233;0;1;163;0;0.6;1;1;3;0
746;projectionniste;Turpin Meunier S.A.R.L.;2,75109E+14;"rue de Fernandes
10667 Letellier";(Decimal('29.031767'), Decimal('102.559658'));B-;['https://hoareau.fr/', 'https://francois.fr/', 'http://pichon.fr/', 'https://gautier.fr/'];ines38;Charles-Yves Tanguy;M;"51, rue de Gay
76863 Menard";sophielaine@orange.fr;1916-11-01;53;0;2;128;216;0;0;115;0;0.0;2;0;0;1
747;Music therapist;Alvarado-Dominguez;193-51-7634;"2804 Evan Walks
Matthewborough, WY 47978";(Decimal('36.718368'), Decimal('104.132588'));O-;['https://smith.com/'];donaldsmith;Michael Boyd;M;"2967 Williams Pines
West Heather, ME 79470";vsanchez@hotmail.com;1943-06-10;74;0;1;120;269;0;0;121;1;0.2;2;1;2;1
748;Music tutor;Jha and Sons;836-74-2895;"H.No. 702
Joshi Chowk
Akola 623015";(Decimal('-71.401801'), Decimal('-160.472051'));A-;['https://anne-apte.info/', 'http://www.sami.com/', 'https://gulati.com/'];gangulykiaan;Divyansh Bajwa;M;08, Brahmbhatt Chowk, Guntur 144448;vthaker@hotmail.com;1992-01-31;43;1;0;150;247;0;1;171;0;1.5;2;0;2;1
749;IT sales professional;Rana Inc;943-85-5876;"24
Thakkar Street, Ongole 663308";(Decimal('88.3803705'), Decimal('-39.320569'));B-;['http://mani.com/', 'http://www.barad.net/'];fatehdhingra;Miraan Sami;F;"36/65, Ramanathan Road
Latur-820951";contractorranbir@hotmail.com;1942-07-13;51;1;2;110;175;0;1;123;0;0.6;2;0;2;1
750;Research scientist (medical);Srinivasan, Srinivas and Devan;155-06-5308;"67/29
Sarma Zila, Maheshtala-524818";(Decimal('-52.321851'), Decimal('49.928130'));A-;['http://www.ganesh.org/', 'http://krishnamurthy.com/'];seherbora;Ira Kadakia;F;H.No. 215, Seshadri Zila, Dhanbad-727031;piya28@gmail.com;1954-06-28;68;1;2;180;274;1;0;150;1;1.6;1;0;3;0
751;Sports administrator;Martin-Myers;839-40-0949;"18174 Ayala Drive
East Darrenville, MT 73028";(Decimal('-15.020220'), Decimal('-177.093718'));B+;['https://krause.com/', 'http://ryan.biz/'];ecalhoun;Alejandro King;M;"4889 Stephen Spring Apt. 374
Jarvismouth, MN 75436";johnsonmichelle@hotmail.com;1947-01-31;43;1;0;110;211;0;1;161;0;0.0;2;0;3;1
752;Proofreader;Baral-Gopal;455-77-7168;"H.No. 16
Rout Road, Sagar 998896";(Decimal('78.227136'), Decimal('-89.159763'));O+;['http://kalita.com/', 'http://www.goyal.com/', 'https://kakar.biz/'];umang57;Vaibhav Behl;M;"60/42
Shankar Marg
Begusarai 547420";balanshray@gmail.com;1934-02-03;61;1;0;140;207;0;0;138;1;1.9;2;1;3;0
753;Health visitor;Devan, Mani and Chowdhury;745-61-2964;"H.No. 888, Anne Circle
Jalna-920282";(Decimal('-15.681892'), Decimal('41.983791'));O-;['http://vala.com/', 'http://dugar-jani.com/', 'http://www.saha-keer.info/', 'https://www.taneja.biz/'];warriorjivin;Tara Jhaveri;M;"78/88
Goswami Circle, Chandigarh 837929";gsharma@gmail.com;1913-02-20;57;1;2;128;229;0;0;150;0;0.4;1;1;3;0
754;Technical author;Raj Ltd;808-41-0500;H.No. 891, Bhavsar Nagar, Bokaro-647597;(Decimal('-58.7168735'), Decimal('69.323353'));B-;['http://dar.biz/', 'http://www.mallick-krishna.com/', 'https://www.dewan.net/', 'https://www.bala-krishna.com/'];mishabose;Devansh Golla;F;"H.No. 51
Gala Marg, Korba 371701";zgulati@yahoo.com;1934-05-05;58;0;1;136;319;1;0;152;0;0.0;2;2;2;0
755;sociologue;Langlois Auger S.A.;2,51083E+14;"67, rue de Grondin
01890 Martel";(Decimal('30.055137'), Decimal('84.438904'));A-;['http://boucher.net/', 'http://fouquet.com/', 'http://www.delattre.fr/'];celinebarthelemy;Nathalie Benard-Laporte;F;"1, avenue Thomas Lucas
29511 Lemaître";hleveque@free.fr;1971-06-25;58;1;0;128;259;0;0;130;1;3.0;1;2;3;0
756;oenologue;Blanchet Grenier SARL;1,06039E+14;"21, rue de Wagner
15371 Hernandeznec";(Decimal('15.3478845'), Decimal('170.417728'));O-;['https://www.peltier.com/', 'https://www.thierry.fr/', 'https://neveu.com/', 'http://www.marie.fr/'];nclement;Dominique Le Leduc;F;"75, avenue Maillard
48653 Meunierboeuf";elodie52@yahoo.fr;1907-05-28;54;1;0;140;239;0;1;160;0;1.2;2;0;2;1
757;Librarian, public;Comar Group;754-52-1995;"44/696
Kibe Marg, Guntakal 496479";(Decimal('61.3532675'), Decimal('126.242354'));O+;['https://www.chaudhary-dhillon.com/', 'https://www.gopal.com/', 'https://borra.com/'];lkapadia;Parinaaz Konda;M;"H.No. 36
Desai Marg
Khora  046993";kanavchandra@gmail.com;1923-07-14;66;0;2;146;278;0;0;152;0;0.0;1;1;2;1
758;chaudronnier;Gillet;2,67065E+14;"34, avenue Éléonore Ledoux
81533 Bègue-sur-Jacob";(Decimal('-65.8040135'), Decimal('143.209265'));O+;['https://www.marie.fr/', 'http://grenier.net/', 'http://www.gillet.com/'];alegrand;Maurice-Guillaume Vincent;M;"99, avenue de Bertrand
36569 Bonnin-sur-Mer";alain61@sfr.fr;1948-05-13;54;1;0;122;286;0;0;116;1;3.2;1;2;2;0
760;Programmer, systems;Krause, Shaw and Gillespie;408-40-6290;"1051 Tina Corner
North Robert, VT 10043";(Decimal('-60.0148925'), Decimal('169.311968'));A-;['http://www.mccoy.org/'];hollandelizabeth;Kelly Marquez;F;"Unit 9103 Box 7069
DPO AA 03274";angela76@yahoo.com;1957-01-31;39;1;0;118;219;0;1;140;0;1.2;1;0;3;0
761;régleur;Chauvet;1,95059E+14;"79, avenue Laine
57890 NicolasVille";(Decimal('-8.633949'), Decimal('-2.654740'));B-;['https://www.pires.com/', 'https://www.paul.com/'];corinnefischer;Marine de Laroche;F;"38, rue de Allain
53185 Boutin";zdumont@sfr.fr;1916-05-04;58;0;1;136;319;1;0;152;0;0.0;2;2;2;0
762;Curator;Keller-Clark;094-81-3870;"33600 Lisa Causeway Suite 121
New Erik, KS 18918";(Decimal('-27.623024'), Decimal('-151.857956'));A-;['https://www.lawrence.com/', 'http://ross.com/', 'http://jackson-grant.com/'];kelly61;Katherine Bryant;F;"9929 Arias Locks
Port Jessicaborough, DC 02956";gordonchristopher@hotmail.com;2018-01-22;49;0;1;134;271;0;1;162;0;0.0;1;0;2;1
763;Copy;Steele-Norman;381-76-4209;"662 Cobb Drive
North Stephanie, AK 13545";(Decimal('69.612636'), Decimal('22.144541'));AB+;['https://www.adams.com/', 'https://brooks.com/', 'https://www.cook.biz/'];charlesdouglas;Keith West;M;"7962 Zimmerman Highway
Danielletown, MA 80088";thomasmichael@gmail.com;2014-07-28;51;1;2;110;175;0;1;123;0;0.6;2;0;2;1
764;Civil Service administrator;Graham LLC;171-98-4501;"PSC 7598, Box 4091
APO AA 92278";(Decimal('64.181327'), Decimal('-35.757536'));O-;['http://barker-freeman.com/', 'https://reed.com/', 'http://carter.com/', 'http://www.petty-lane.org/'];utaylor;Megan Vaughn;F;"652 Natasha Walk
Port Jasminchester, PR 09766";jonathanshepard@yahoo.com;1963-05-05;56;1;0;132;184;0;0;105;1;2.1;1;1;1;0
765;TEFL teacher;Meyer, Lynch and Casey;451-55-5239;"USNV Todd
FPO AE 95904";(Decimal('62.073094'), Decimal('-58.910800'));B-;['https://fields.com/', 'http://vasquez-jones.com/', 'https://robertson-leonard.com/', 'https://www.cooper-zimmerman.com/'];rarcher;Tom Barnes;M;"09854 Adam Road
Millerfort, TX 98636";cory52@yahoo.com;1909-11-19;56;1;0;130;283;1;0;103;1;1.6;0;0;3;0
766;ingénieur technico-commercial technico-commerciale en électronique;Grégoire Delaunay S.A.S.;1,93115E+14;"9, boulevard Faure
83740 Fabre-la-Forêt";(Decimal('7.702582'), Decimal('80.281833'));O-;['https://fischer.org/', 'https://levy.fr/', 'https://camus.net/'];elisabethboulanger;Benoît Alexandre;M;"4, rue Durand
05802 Saint Marie-les-Bains";paul50@laposte.net;1954-10-07;63;0;1;140;195;0;1;179;0;0.0;2;2;2;1
767;roboticien;Rémy;1,07089E+14;"52, chemin Océane Rousseau
25285 Dubois-sur-Raymond";(Decimal('52.975718'), Decimal('-91.342956'));O+;['https://lenoir.org/', 'https://www.sanchez.net/', 'https://lacombe.com/', 'http://laporte.fr/'];adrienne45;Gabriel Gaudin;M;"97, rue de Leclercq
71795 Rossi";bernardbenjamin@tiscali.fr;1948-12-12;56;0;0;200;288;1;0;133;1;4.0;0;2;3;0
768;Runner, broadcasting/film/video;Bhalla Ltd;726-25-7025;"63/634
Kulkarni Nagar, Faridabad-044972";(Decimal('31.832354'), Decimal('137.679213'));B-;['https://subramanian.com/', 'https://ramakrishnan.info/'];umangvarughese;Azad Chawla;M;"23
Shenoy Marg, Alappuzha-431603";manjarisinghal@yahoo.com;1940-07-08;55;1;0;160;289;0;0;145;1;0.8;1;1;3;0
769;Neurosurgeon;Rowland LLC;405-13-0023;"17080 Mary Ford Apt. 395
Cooperburgh, FL 66496";(Decimal('-78.9779115'), Decimal('-115.952832'));AB+;['http://www.reid.com/', 'http://hampton.com/', 'https://ward.info/', 'http://www.reed.info/'];cpierce;Angel Blair;M;"8149 Thomas Glens
North Richard, FL 83989";brianruiz@gmail.com;1923-02-11;44;1;1;120;220;0;1;170;0;0.0;2;0;2;1
770;Air cabin crew;Scott, Hill and Powell;583-46-7553;"08561 Erika Land
Ramoschester, NV 67937";(Decimal('-86.9394315'), Decimal('9.527663'));B+;['http://dalton.com/', 'https://www.snyder.net/'];brandon43;Pamela Johnson;F;"6819 Deleon Drive Apt. 870
West Kathleenhaven, FM 83552";jchavez@yahoo.com;1918-09-18;66;0;2;146;278;0;0;152;0;0.0;1;1;2;1
771;Dramatherapist;Friedman-Figueroa;069-87-8949;"36802 Sophia Corner
Justintown, WA 68475";(Decimal('-20.007665'), Decimal('27.080823'));A-;['https://moses.info/'];melaniechapman;Elizabeth Cook;F;"561 Mccarthy Cape Suite 066
West Karaville, MT 27136";moliver@yahoo.com;2021-12-15;35;1;1;122;192;0;1;174;0;0.0;2;0;2;1
772;Energy manager;Savant and Sons;609-62-9223;"54/172
Sem, Sirsa-389986";(Decimal('-3.3982855'), Decimal('91.388972'));B+;['http://www.ratta-sastry.com/', 'https://www.srinivasan-dash.com/', 'http://www.verma.com/', 'http://www.mannan.net/'];heer28;Baiju Bedi;M;H.No. 57, Dhaliwal Nagar, Indore-396788;vkaran@gmail.com;2000-04-10;44;1;0;112;290;0;0;153;0;0.0;2;1;2;0
773;Corporate investment banker;Saraf, Hayre and Rajagopal;056-60-1124;"490
Dey Ganj, Jehanabad 507164";(Decimal('-65.7386725'), Decimal('74.587901'));AB-;['https://salvi.com/', 'http://www.dey.net/'];halderadvika;Eva Vig;M;H.No. 77, Kota Nagar, Jehanabad 680036;drishyabanik@hotmail.com;1936-09-02;49;0;1;134;271;0;1;162;0;0.0;1;0;2;1
774;Surveyor, commercial/residential;Dave Ltd;688-45-6455;H.No. 435, Bajaj Street, Panchkula 370350;(Decimal('78.8259835'), Decimal('137.594844'));A-;['http://www.ranganathan.com/', 'https://kakar.biz/', 'https://wali.com/'];dhruvvig;Tejas Lall;F;84/98, Aurora Chowk, Nadiad-560709;vardaniyadhillon@hotmail.com;1978-01-10;58;1;0;128;216;0;0;131;1;2.2;1;3;3;0
775;Interior and spatial designer;Bedi, Chada and Singh;925-79-8887;"26/608, Dua Street
Bhubaneswar-623488";(Decimal('5.2699675'), Decimal('-80.171734'));AB+;['https://www.agrawal.org/', 'https://varghese.com/', 'http://din-gandhi.biz/'];dayaleva;Zain Bora;F;"18/070
Kashyap Road, Kavali 411791";anayjha@gmail.com;2003-05-13;63;0;2;135;252;0;0;172;0;0.0;2;0;2;1
776;Geologist, wellsite;Jones-Underwood;161-82-5105;"154 Richard Knoll Suite 935
Port Teresastad, MP 28455";(Decimal('2.0600875'), Decimal('165.339646'));A+;['https://www.chan.info/'];kevin35;Paul Klein;M;"2127 Sanchez Estates
Nicolechester, MO 33453";hodgeolivia@hotmail.com;2021-04-22;48;1;0;130;256;1;0;150;1;0.0;2;2;3;0
777;Colour technologist;Dash and Sons;844-81-1369;"57
Rout Chowk
Adoni 641578";(Decimal('-77.862814'), Decimal('21.935461'));A+;['http://iyengar.com/', 'http://www.mangal-ahluwalia.com/', 'http://www.chahal.biz/', 'https://ramesh-dani.net/'];schad;Jhanvi Borde;M;"166
Khurana Ganj
Panchkula-894134";zachariakimaya@yahoo.com;1934-05-04;50;1;0;144;200;0;0;126;1;0.9;1;0;3;0
778;Engineer, structural;Mcknight-Drake;204-83-7238;"098 Paul Route
East Bryanburgh, DE 17228";(Decimal('-35.9192825'), Decimal('53.418272'));AB+;['http://www.johnson-bartlett.info/', 'https://www.clark.com/', 'https://mosley.com/'];stevensdiana;Stanley Morris;M;"5055 Christopher Course Apt. 432
West Deborah, CA 45231";thomas28@gmail.com;2003-02-07;44;1;1;120;263;0;1;173;0;0.0;2;0;3;1
779;Graphic designer;Chauhan LLC;385-06-4276;"608, Chacko Ganj
Nashik 730531";(Decimal('41.295388'), Decimal('80.911305'));O-;['http://www.trivedi-ramanathan.org/'];rajudhruv;Nakul Char;F;"H.No. 69
Dixit Ganj, Jorhat-839783";ahana-bal@yahoo.com;2017-05-15;49;1;1;130;266;0;1;171;0;0.6;2;0;2;1
780;Nurse, learning disability;Arnold-Hunter;605-47-2248;"93335 Griffin Island Suite 940
Lake Codyville, HI 93908";(Decimal('-47.313286'), Decimal('137.301933'));O-;['https://price.com/', 'http://www.woods.net/'];hudsonsarah;Carrie Boyd;F;"526 Hendrix Trafficway
Eugeneborough, MH 73705";deanmckenzie@yahoo.com;2013-10-05;46;1;0;140;311;0;1;120;1;1.8;1;2;3;0
781;Newspaper journalist;Dayal-Balay;407-05-5027;H.No. 77, Vohra Marg, Alappuzha-960377;(Decimal('-14.930295'), Decimal('-43.475780'));O+;['http://bhatti.com/', 'https://www.datta.com/', 'https://www.sami.com/', 'https://www.date.com/'];samarthsrivastava;Inaaya  Chaudhry;M;"H.No. 41, Boase Street
Muzaffarnagar 309965";dsetty@hotmail.com;2000-06-30;42;0;2;120;209;0;1;173;0;0.0;1;0;2;1
782;chef de produit marketing;Poirier;1,87047E+14;"817, avenue Frédéric Navarro
81669 Salmon-sur-Mer";(Decimal('-88.1968435'), Decimal('-109.570049'));AB+;['https://guillou.org/', 'https://guillaume.net/'];guyotclemence;Étienne Gimenez;M;"7, rue de Gérard
64169 Sainte Paul-la-Forêt";marionlucie@gmail.com;1960-06-01;39;1;0;118;219;0;1;140;0;1.2;1;0;3;0
783;Retail buyer;Virk-Krishnan;142-32-4755;"03, Kala Ganj
Gulbarga-163054";(Decimal('-35.881510'), Decimal('114.889558'));O-;['https://sen-bhavsar.com/'];divyansh63;Madhav Bassi;F;"H.No. 93
Solanki Circle, Raebareli-317656";ivyas@gmail.com;1921-08-10;63;0;1;140;195;0;1;179;0;0.0;2;2;2;1
784;Analytical chemist;Crane-Shelton;466-15-7751;"6687 Tracy Street Apt. 960
Edwardsview, IA 14883";(Decimal('-26.829587'), Decimal('-138.115276'));O+;['http://taylor-carter.com/', 'https://browning.info/', 'https://sanders.biz/'];richard12;Teresa Downs;F;"6795 Rogers Turnpike
Smithview, NV 35743";jaimetaylor@yahoo.com;1922-02-22;56;1;1;120;236;0;1;178;0;0.8;2;0;2;1
785;Patent examiner;Medina, Brown and Johnson;659-86-6599;"742 Casey Overpass
Lake Peter, ME 36755";(Decimal('-86.3254175'), Decimal('-20.480370'));O+;['http://www.bruce-smith.info/', 'https://salazar.info/'];michaelglenn;Vincent Coleman;M;"1109 Joanne Fort
East Jason, WY 73900";todd13@gmail.com;1957-07-13;50;0;1;120;244;0;1;162;0;1.1;2;0;2;1
786;expert bilan carbone;Prévost;1,96054E+14;"5, rue Hugues Hoarau
24776 Saint ÉdouardVille";(Decimal('-84.9468205'), Decimal('-128.956462'));AB+;['http://le.net/', 'https://www.bourdon.org/', 'http://www.remy.fr/'];lucievasseur;Françoise Carlier;F;"98, avenue de Maurice
00337 Sainte Martin";isaac23@orange.fr;1995-10-22;58;1;0;125;300;0;0;171;0;0.0;2;2;3;0
787;Development worker, community;Obrien Inc;229-51-3478;"343 Amanda Square Apt. 618
Swansonberg, OH 04973";(Decimal('-89.900452'), Decimal('155.007311'));AB+;['http://bush.net/', 'https://ortiz.com/', 'http://www.barnes.com/', 'http://brooks.com/'];petersonjennifer;Mariah Levy;F;"77727 Ray Drives
South Paulville, IN 58072";john08@gmail.com;1916-04-26;64;1;2;125;309;0;1;131;1;1.8;1;0;3;0
788;Chemist, analytical;Mann-Bobal;011-72-6023;"932
Bhattacharyya Street
Kumbakonam-414767";(Decimal('-47.017418'), Decimal('30.575301'));A-;['https://dada.com/'];saraftanya;Jivika Wali;F;262, Vaidya Path, Berhampur 835050;galavedika@gmail.com;1992-10-22;57;1;1;124;261;0;1;141;0;0.3;2;0;3;0
789;Magazine journalist;Simmons Ltd;112-32-5517;"8765 Salazar Station
South Scottborough, CT 51774";(Decimal('38.994418'), Decimal('-20.404924'));A-;['http://www.rollins-taylor.biz/', 'http://erickson.com/', 'http://barton.org/'];hermanjeffrey;Beth Gonzalez;F;"364 Randolph Mission
Sextontown, CO 32273";harrisbonnie@yahoo.com;1935-08-15;45;1;0;104;208;0;0;148;1;3.0;1;0;2;1
790;Scientist, biomedical;Rout-Lad;078-04-4430;"99/916
Raman Nagar, Mehsana 004720";(Decimal('-79.816334'), Decimal('-87.018083'));AB-;['http://sawhney-mane.info/', 'https://guha.com/', 'https://jaggi.com/', 'http://bains.com/'];vihaanhans;Farhan Sule;F;29/92, Deo Street, South Dumdum 901795;nehmatchada@yahoo.com;1968-03-04;65;1;0;120;177;0;1;140;0;0.4;2;0;3;1
791;sous-officier de l'armée de l'air;Garnier SARL;1,03069E+14;"8, avenue Dorothée Bonneau
09701 Saint Laurencenec";(Decimal('-69.0743935'), Decimal('-39.944800'));B-;['https://www.godard.fr/'];camillevaillant;Michèle Robin;F;"chemin Noël Humbert
49157 Hamel";isabelle43@wanadoo.fr;2018-08-16;67;1;2;152;212;0;0;150;0;0.8;1;0;3;0
792;Counsellor;Lalla, Salvi and Gala;930-94-3052;"038
Sankar Chowk, Mysore 607926";(Decimal('-31.1534705'), Decimal('-176.246085'));O+;['https://www.khatri-lall.com/', 'https://www.sridhar.org/', 'https://www.dhillon-behl.com/'];aaryahi94;Yasmin Thaman;F;"36, Acharya Path
Jaunpur-689419";badaluthkarsh@yahoo.com;1930-08-07;47;1;0;110;275;0;0;118;1;1.0;1;1;2;0
793;histologiste;Couturier Navarro S.A.;2,64063E+14;"chemin de Bouvier
73576 Saint Pauline-les-Bains";(Decimal('-58.355653'), Decimal('24.693790'));A-;['http://www.collet.fr/', 'http://www.girard.com/', 'http://www.bouchet.org/', 'https://bernard.net/'];agathe05;Sabine Masse;F;"40, chemin Leleu
24227 Roche";paulette47@voila.fr;2016-03-12;50;1;0;150;243;0;0;128;0;2.6;1;0;3;0
794;Journalist, broadcasting;Camacho, Henderson and Cruz;506-56-4268;"609 Rubio Plain Apt. 954
Eugeneburgh, CT 36496";(Decimal('-86.093811'), Decimal('114.846003'));B-;['http://www.cordova.biz/', 'https://www.robinson.com/'];kevin60;Katelyn Willis;F;"196 Todd Village Suite 645
Brittanymouth, IL 47095";johnsonchristopher@hotmail.com;1940-03-22;56;1;1;120;240;0;1;169;0;0.0;0;0;2;1
795;Dramatherapist;Dutta-Sanghvi;225-30-3686;"H.No. 22
Shroff Zila
Kolkata-259887";(Decimal('-82.3367445'), Decimal('-149.061186'));O+;['https://shukla.com/'];mannat05;Divit Sant;F;58/812, Kala Marg, Raipur 493818;sarasolanki@hotmail.com;1935-05-02;59;1;3;170;288;0;0;159;0;0.2;1;0;3;0
796;mécanicien-réparateur en matériel agricole;Marin Dupré et Fils;1,94031E+14;"5, rue Élodie Guibert
59382 Marie-sur-Mer";(Decimal('45.573882'), Decimal('56.901662'));B-;['https://renault.net/', 'http://bourdon.net/', 'http://www.pelletier.com/'];hamonnath;Frédéric Legendre;M;"75, rue de Renaud
74046 Masson";boucheraudrey@wanadoo.fr;1927-09-19;46;0;1;105;204;0;1;172;0;0.0;2;0;2;1
797;Statistician;Garrett, Strong and Price;585-90-0361;"2691 Clark Tunnel
Anthonyside, FM 62109";(Decimal('52.3262255'), Decimal('58.735230'));AB+;['http://www.parrish-bailey.com/', 'https://www.graham-anderson.biz/', 'https://gonzalez.net/'];waltersrose;Philip Foster;M;"6166 Cook Orchard
Birdfort, ND 84351";djenkins@hotmail.com;1913-04-26;45;0;1;112;160;0;1;138;0;0.0;1;0;2;1
798;Teacher, music;Brown, Pearson and Hubbard;749-18-8209;"54493 Johnston Stravenue Suite 652
South David, NH 47180";(Decimal('-24.1974475'), Decimal('165.916738'));A-;['http://franklin-potter.com/', 'https://lee.com/', 'http://www.stark.com/'];bradleyflores;Laura Chapman;F;"45911 Moore Freeway
North Alexander, VT 62156";fishersara@yahoo.com;1940-03-17;60;0;3;150;240;0;1;171;0;0.9;2;0;2;1
799;Prison officer;Gole Ltd;456-90-5225;"55/26
Bala Street
Amroha-383601";(Decimal('-65.4281905'), Decimal('116.983311'));B+;['http://www.karnik-vyas.com/', 'http://sem.com/', 'https://ganesh.com/', 'http://saxena.com/'];kumernirvaan;Lakshay Jaggi;F;"79
Atwal, Bhimavaram-669977";anaya44@gmail.com;2000-07-24;60;1;0;130;206;0;0;132;1;2.4;1;2;3;0
800;Production manager;Alvarez, Miller and Cantrell;205-90-1213;"282 Browning Inlet
South Bryan, SD 78942";(Decimal('22.734284'), Decimal('95.462912'));A-;['http://www.brown-cruz.org/'];xlawson;Christopher Parks;M;"PSC 8730, Box 3443
APO AE 09335";raymond97@yahoo.com;2006-12-26;65;0;2;140;417;1;0;157;0;0.8;2;1;2;1
801;responsable biométrie;Foucher;2,10011E+14;"297, boulevard Josette Marin
55486 Pelletier";(Decimal('13.486079'), Decimal('-17.564524'));AB+;['https://www.reynaud.com/'];cpages;Geneviève Besson;F;"362, rue Delattre
39563 Letellier";gabrielpruvost@tele2.fr;1919-11-14;50;1;0;144;200;0;0;126;1;0.9;1;0;3;0
802;Nurse, adult;Chanda, Wali and Dara;321-34-2771;"77/24
Kale Road, Jalgaon-769058";(Decimal('-28.094017'), Decimal('96.541605'));B-;['https://deo.com/', 'http://sanghvi-doctor.biz/', 'http://www.krishnan.com/', 'http://www.bhardwaj.net/'];zara29;Himmat Hari;F;"H.No. 14
Anne
Korba-829297";raunak45@gmail.com;1946-10-28;39;0;2;138;220;0;1;152;0;0.0;1;0;2;1
803;Psychotherapist;Brock, Moore and Castro;445-82-3806;"44533 Carter Heights
Sierrastad, ME 36970";(Decimal('-81.7393595'), Decimal('22.313977'));O+;['http://johnson-pacheco.com/', 'http://francis.com/'];alexandrabaxter;Daniel Miller;M;"42493 Cummings Square
Lake Jenniferborough, MO 58765";jordangraham@gmail.com;1955-01-25;60;1;0;145;282;0;0;142;1;2.8;1;2;3;0
804;Forest/woodland manager;Patrick, Butler and Valdez;878-36-5245;"335 Howell Squares
New Matthew, HI 52312";(Decimal('-28.943818'), Decimal('133.262572'));B+;['https://jimenez-small.com/', 'http://davis.com/', 'http://figueroa.biz/'];christina70;Randy Williams;M;"PSC 8776, Box 3728
APO AP 82651";twhite@yahoo.com;1964-01-06;42;1;1;120;295;0;1;162;0;0.0;2;0;2;1
806;psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages;Lacroix S.A.;2,34027E+14;"81, chemin de Simon
04492 Clément";(Decimal('89.0814845'), Decimal('164.434445'));B-;['http://www.jacquot.fr/', 'http://boutin.org/'];slaurent;Constance Lefebvre;F;"chemin de Pottier
66543 Mendès";ledouxjosephine@sfr.fr;1945-08-28;35;1;1;122;192;0;1;174;0;0.0;2;0;2;1
807;diagnostiqueur immobilier;Rivière;1,28108E+14;"chemin Hortense Gallet
78092 Pages-les-Bains";(Decimal('76.6779125'), Decimal('53.774470'));O+;['http://www.briand.net/', 'https://www.lemonnier.fr/'];marchalbenoit;Véronique Lemonnier Le Guyot;F;"81, rue de Pasquier
91665 Aubry-sur-Dufour";tdelmas@noos.fr;1957-11-22;67;1;0;120;229;0;0;129;1;2.6;1;2;3;0
809;Data processing manager;Dubey-Karan;131-15-9213;"65, Kadakia Circle
Purnia-520121";(Decimal('82.9132165'), Decimal('-73.123162'));AB-;['http://deo-shan.com/', 'https://www.bains.biz/', 'http://www.dalia-ahuja.info/', 'http://dhillon.com/'];singhalmishti;Samarth Deshpande;F;"H.No. 62
Kala Ganj
Muzaffarnagar-958406";xkhare@yahoo.com;2016-06-19;60;0;0;150;258;0;0;157;0;2.6;1;2;3;0
810;responsable de site de traitement des déchets;Fouquet;1,75058E+14;"22, avenue de Charrier
57032 Chauveau";(Decimal('13.3224715'), Decimal('82.478205'));A+;['http://www.lopes.net/', 'http://philippe.com/'];antoine13;Arthur Simon;M;"29, avenue Nguyen
84051 Dubois";margot05@tiscali.fr;1920-10-25;67;0;2;115;564;0;0;160;0;1.6;1;0;3;1
812;Naval architect;Contreras, Wright and Herrera;149-61-5584;"962 Price Ways
Brianstad, OR 30062";(Decimal('-19.9099325'), Decimal('108.528629'));A-;['http://www.bryant.com/', 'http://www.carter-christensen.net/', 'http://banks.com/', 'http://brown.biz/'];tstewart;Brandy Brooks;F;"562 Hannah Stravenue Suite 453
New Victoriaberg, SD 36343";egaines@gmail.com;1919-03-01;64;0;0;180;325;0;1;154;1;0.0;2;0;2;1
813;chef de chantier;Allard;1,12129E+14;"96, boulevard Aurore Gilbert
72780 Chauvet";(Decimal('84.422555'), Decimal('70.330051'));B+;['https://www.schmitt.org/', 'https://le.fr/', 'http://www.delorme.com/'];maryse92;Hortense Besnard;F;"25, chemin Laurence Pires
26220 Bouvier";helene01@live.com;1968-01-26;48;1;2;124;255;1;1;175;0;0.0;2;2;2;1
814;hôtesse de l'air;Bègue S.A.S.;2,81055E+14;"71, boulevard Adélaïde Dupont
88179 Maury";(Decimal('66.9974705'), Decimal('156.262283'));B+;['http://www.delahaye.com/'];mbesnard;Marcel Renard;M;"rue de Salmon
09400 Dufour";philippinegauthier@club-internet.fr;1971-07-13;65;1;3;138;282;1;0;174;0;1.4;1;1;2;0
